pid,found,majorcat,school,college_area,sex,age,graduy,gradum,industry,occupation,firm_size2,firm_size,firm_type,job_status,worktime1,worktime2,worktime3,income,health_insur,employ_insur,labor_union,labor_union2,gpa,leave_of_absence,graduate_college,arba,language_train,job_train,certification,birth_area,living_area,faedu,maedu,pre_parent_income,parent_income,military,weight,year,col_code,experience,colcode_2,elite_college,edu,general_highschool,transfer,career_ready,college_satisfaction,stem_major,lnincome,worktime,hourly_income,ln_hourly_income,lnworktime
62101,1,2,2,5,1,27.16666666666667,2014,2,66,1,5,5,1,1,40,10,0,290.38547,1,1,2,,3.7,1,,1,2,2,1,15,1,3,3,2,2,1,39.5629605969537,14,52002000,4.6666665,520020,1,2,1,0,3,2.4285715,0,5.6712093,50,13506.301,9.5109119,3.9120231
62106,1,2,2,5,2,25.91666666666667,2013,8,20,1,8,8,1,1,40,0,0,351.6304,1,3,2,,4,1,,1,1,2,1,7,1,4,6,4,4,0,39.7704342198542,14,52002000,20,520020,1,2,1,0,3,4.1428571,0,5.8625808,40,20443.629,9.9254265,3.6888795
62116,3,2,2,8,1,28.66666666666667,2014,2,75,1,9,6,2,1,40,20,0,250.25948,1,1,2,,3.5,1,,2,1,2,1,1,1,7,6,8,7,1,39.9309291651446,14,53008000,19,530080,1,2,1,0,2,2.5714285,0,5.5224981,60,9699.9795,9.1798792,4.0943446
62120,3,2,2,8,2,24.83333333333333,2014,2,46,1,2,2,4,1,40,5,0,158.39207,1,1,2,,4.4,1,,1,1,2,1,5,5,4,4,4,4,0,38.8218458950559,14,53013000,8,530130,1,2,1,0,4,3,0,5.0650735,45,8185.6367,9.0101366,3.8066626
62122,3,2,2,8,2,25.08333333333333,2014,2,75,1,6,6,1,2,40,0,0,211.18944,1,1,1,3,3.7,1,,1,2,1,1,8,8,5,4,5,5,0,39.5312136510463,14,53030000,3,530300,1,2,1,0,2,3.2857144,0,5.3527555,40,12278.456,9.4156017,3.6888795
62126,3,2,2,8,1,27.75,2014,2,18,7,1,1,1,1,45,0,0,211.18944,1,1,2,,3.4,1,,1,2,2,1,1,1,4,4,6,6,1,38.728437661912,14,53090000,10,530901,0,1,1,0,3,3.7142856,0,5.3527555,45,10914.183,9.2978182,3.8066626
62127,3,2,2,8,2,25.41666666666667,2014,2,75,1,6,6,1,2,45,0,0,156.28018,1,1,3,,2.9,1,,2,2,2,2,15,1,5,5,4,4,0,41.9537735409606,14,53108000,11,531080,0,1,1,0,2,2.8571429,0,5.0516505,45,8076.4951,8.9967136,3.8066626
62147,3,2,2,10,2,25.91666666666667,2014,2,46,1,2,2,1,1,40,10,0,263.98679,1,1,2,,4.3,1,,1,1,2,1,1,5,4,4,3,4,0,46.3296686035373,14,53006000,18,530061,0,1,1,0,6,4,0,5.5758991,50,12278.455,9.4156017,3.9120231
62165,3,2,2,11,2,24.75,2014,2,46,1,4,4,1,1,45,0,0,184.79076,1,1,2,,3.7,1,,1,2,1,1,8,2,4,6,2,2,0,44.5908403707579,14,63202000,3,632020,0,1,1,0,0,3.2857144,0,5.219224,45,9549.9102,9.1642866,3.8066626
68356,3,5,2,8,1,26.25,2014,2,64,1,9,3,1,1,40,6,0,544.86871,1,1,1,1,4,1,,2,2,2,1,1,1,6,4,7,7,1,14.3474376498776,14,53030000,21,530300,1,2,1,0,4,4.5714288,1,6.3005447,46,27546.447,10.223629,3.8286414
68380,3,5,2,11,1,25.83333333333333,2014,2,62,2,3,3,1,1,50,20,4,211.18944,1,1,2,,3.1,1,,1,2,2,2,1,1,5,4,6,4,1,12.6767966841488,14,53129000,16,531290,0,1,1,0,1,3.4285715,1,5.3527555,74,6637.0029,8.800416,4.3040652
68381,3,5,2,11,2,23.66666666666667,2014,2,64,1,9,2,1,2,35,0,0,126.71366,1,1,3,,3.4,2,,1,2,2,1,8,8,3,3,4,4,0,18.8708109401926,14,53129000,6,531290,0,1,1,0,3,3.1428571,1,4.8419299,35,8419.5127,9.0383072,3.5553482
68382,3,5,2,17,1,28.41666666666667,2014,2,75,1,6,4,1,1,40,10,0,307.28064,1,1,1,2,3.5,1,,2,2,2,2,11,11,6,4,6,6,1,13.7015589082333,14,53018000,16,530181,0,1,1,0,2,3.2857144,1,5.7277613,50,14292.123,9.5674639,3.9120231
68403,3,5,2,14,1,26.75,2013,8,62,2,9,7,1,1,40,8,1,369.58151,1,1,2,,3.8,1,,1,2,2,2,14,1,3,4,6,6,1,13.4631845754966,14,53081000,19,530810,0,1,1,0,2,3.5714285,1,5.9123712,49,17540.65,9.7722759,3.8918202
68407,1,5,2,15,2,24.33333333333333,2014,2,41,1,3,3,1,1,50,0,0,193.23833,1,1,2,,4,2,,1,2,2,1,15,15,4,4,6,6,0,17.8761072681638,14,51019000,18,510190,0,1,1,0,3,3.7142856,1,5.2639241,50,8987.8291,9.1036263,3.9120231
68411,3,5,2,6,1,24.5,2014,2,84,3,9,9,5,1,40,5,0,193.23833,3,3,2,,3.8,2,,1,2,2,1,6,3,6,6,7,7,1,14.4085415387145,14,53097000,18,530970,0,1,1,0,0,3.5714285,1,5.2639241,45,9986.4766,9.2089872,3.8066626
68415,1,5,2,16,1,27.25,2014,2,75,2,5,5,1,1,40,10,1,219.63701,1,1,1,2,3.3,1,,1,2,1,1,16,16,5,4,4,5,1,14.7984634389107,14,51018000,12,510180,0,1,1,0,2,3.1428571,1,5.3919764,51,10015.367,9.2118759,3.9318256
68424,3,5,2,1,1,28.66666666666667,2014,2,26,2,9,9,1,1,40,4,0,360.07797,1,1,2,,3.9,1,,1,2,2,1,1,11,4,4,6,2,1,12.6993017548151,14,53016000,19,530160,1,2,1,0,5,4.4285712,1,5.8863206,44,19031.605,9.8538561,3.7841897
68426,3,5,2,1,2,25.66666666666667,2013,8,85,2,9,8,6,2,72,0,0,105.59472,2,2,2,,2.8,1,3,2,1,2,2,7,1,7,5,7,7,0,16.4724688700916,14,53018000,24,530180,1,2,1,0,0,3.8571429,1,4.6596084,72,3410.6821,8.1346674,4.2766662
68430,3,5,2,1,1,29,2013,8,26,2,9,9,1,1,40,10,0,362.18988,1,1,2,,3.8,1,,1,2,2,2,8,8,4,3,3,2,1,13.0475370832131,14,53041000,26,530410,1,2,1,0,4,3,1,5.8921685,50,16846.041,9.7318707,3.9120231
68431,3,5,2,1,2,26.08333333333333,2013,8,65,1,9,9,1,1,40,8,0,263.98679,1,1,2,,3.5,2,,1,2,2,2,1,1,6,6,6,5,0,16.5035948402621,14,53041000,6,530410,1,2,1,0,2,2.5714285,1,5.5758991,48,12790.058,9.4564238,3.871201
84906,3,7,1,3,2,22,2014,2,58,5,2,2,1,1,40,0,0,116.15419,1,1,2,,4.2,2,,1,2,2,1,2,3,7,6,6,6,0,27.5642880039261,14,73101000,18,731010,0,0,1,0,5,3.7142856,0,4.7549186,40,6753.1504,8.8177643,3.6888795
85059,3,7,1,6,2,21.91666666666667,2014,2,56,6,9,1,1,2,42,0,0,116.15419,2,2,2,,4,2,,2,2,2,1,13,6,4,4,3,3,0,104.350955419922,14,73020000,6,730200,0,0,1,0,1,3.7142856,0,4.7549186,42,6431.5718,8.7689743,3.7376697
85151,3,7,1,11,2,21.66666666666667,2014,2,85,5,1,1,1,1,45,0,0,137.27313,1,1,2,,3.8,2,,2,2,2,1,8,8,4,4,2,2,0,64.3772337546574,14,73130000,11,731300,0,0,1,0,3,3,0,4.9219728,45,7094.2188,8.8670359,3.8066626
85207,3,7,1,1,2,25,2014,2,90,5,5,5,1,2,60,5,0,105.59472,2,2,2,,3.9,2,,1,2,2,2,1,1,4,4,6,6,0,24.6389193601169,14,73061000,5,730610,0,0,1,0,1,3.2857144,0,4.6596084,65,3777.9863,8.2369461,4.1743875
85280,3,7,1,8,2,26.08333333333333,2014,2,91,5,2,1,1,1,20,0,0,158.39207,2,2,2,,3.5,1,,2,2,2,1,9,1,4,4,4,4,0,34.3290363239184,14,73051000,11.5,730510,0,0,1,0,1,3.1428571,0,5.0650735,20,18417.684,9.8210669,2.9957323
85636,3,1,2,1,2,26,2013,8,66,1,2,2,1,1,40,4,0,246.03569,1,1,2,,3.5,1,,1,2,2,1,1,1,6,6,6,6,0,26.3076138314545,14,53057000,5,530570,1,2,1,0,3,3.5714285,0,5.5054765,44,13004.001,9.473012,3.7841897
85674,3,1,2,8,1,27.75,2014,2,52,7,6,6,2,1,45,0,0,242.86784,1,1,1,1,3.4,1,,1,2,2,1,11,1,6,4,5,5,1,23.4402932607801,14,53030000,6,530300,1,2,1,0,4,3.4285715,0,5.4925175,45,12551.31,9.4375801,3.8066626
85694,3,1,2,9,1,28.16666666666667,2013,8,75,6,2,2,1,2,45,0,0,116.15419,1,1,2,,3.8,1,,2,2,2,1,1,1,2,6,3,3,1,23.9200198615831,14,53056000,4.5,530560,0,1,1,0,5,2.7142856,0,4.7549186,45,6002.8003,8.6999817,3.8066626
85697,3,1,2,9,2,23.91666666666667,2014,2,85,1,9,9,6,1,40,0,0,158.39207,1,1,2,,4.3,2,,2,2,2,1,9,9,4,3,2,2,0,30.9532368849134,14,53118000,18,531180,0,1,1,0,1,3.2857144,0,5.0650735,40,9208.8418,9.1279192,3.6888795
85722,3,1,2,11,1,27.66666666666667,2014,2,58,5,2,2,1,1,40,36,2,200.62996,1,1,2,,3.4,1,,1,2,1,1,10,1,4,4,2,2,1,19.861280268801,14,53129000,16,531290,0,1,1,0,5,2.8571429,0,5.3014622,78,5981.8115,8.6964788,4.356709
85727,3,1,2,2,2,23.66666666666667,2014,2,71,1,,2,1,1,40,2,0,168.95155,1,1,2,,3.6,2,,1,2,2,1,2,1,6,6,4,4,0,29.0886262226266,14,53012000,8,530120,0,1,1,0,0,2.7142856,0,5.129612,42,9355.0137,9.1436682,3.7376697
85728,3,1,2,2,1,27.66666666666667,2014,2,47,1,9,6,1,1,40,8,1,316.78415,1,1,2,,4.4,1,,2,2,2,1,3,1,6,6,5,5,1,22.7911484655614,14,53045000,26,530450,0,1,1,0,1,4,0,5.7582207,49,15034.844,9.6181259,3.8918202
85751,1,1,2,15,1,27.33333333333333,2014,2,25,7,4,4,5,1,40,0,0,211.18944,1,1,1,2,3.7,1,,1,2,1,1,15,1,4,4,5,5,1,22.3288890518514,14,51004000,12,510040,0,1,1,0,5,3.4285715,0,5.3527555,40,12278.456,9.4156017,3.6888795
85760,1,1,2,12,2,25.25,2014,2,85,3,5,5,6,2,12,0,0,126.71366,2,2,2,,4.2,1,1,2,1,2,1,5,1,4,4,2,2,0,29.0717508419123,14,51017000,8,510170,1,2,1,0,1,2.4285715,0,4.8419299,12,24556.91,10.108748,2.4849067
85773,3,1,2,1,2,26.83333333333333,2014,2,46,1,1,1,1,1,40,10,8,211.18944,1,1,2,,3.8,1,,2,2,2,2,1,1,6,7,7,7,0,28.8040943639116,14,53040000,1,530400,0,1,1,0,1,3,0,5.3527555,58,8467.9004,9.0440378,4.0604429
85804,3,1,2,8,2,24.66666666666667,2014,2,52,1,5,3,1,1,40,2,0,168.95155,1,1,1,2,3.6,1,,1,2,2,2,1,9,4,4,5,4,0,32.111236388359,14,53065000,16,530650,0,1,1,0,3,3.5714285,0,5.129612,42,9355.0137,9.1436682,3.7376697
85819,3,1,2,10,1,27.75,2014,2,47,7,8,5,1,1,40,32,4,232.30838,1,1,2,,4.3,1,,1,1,2,2,5,8,4,4,6,5,1,26.0235169151149,14,53069000,11.5,530690,0,1,1,0,4,4.7142859,0,5.4480658,76,7108.5796,8.8690577,4.3307333
85861,3,1,2,14,2,25.91666666666667,2014,2,73,1,3,3,1,1,40,0,0,158.39207,1,1,2,,3,1,,2,2,2,2,3,1,7,4,4,4,0,33.0713549281198,14,53011000,2,530110,0,1,0,0,0,2.7142856,0,5.0650735,40,9208.8418,9.1279192,3.6888795
85870,3,1,2,15,2,24.66666666666667,2013,8,94,1,9,1,4,1,45,0,0,280.88196,1,1,1,3,3.9,2,,2,2,1,1,2,1,6,4,6,6,0,35.3175137024847,14,53092000,19,530920,0,1,1,0,4,4.1428571,0,5.6379347,45,14515.863,9.5829973,3.8066626
85907,3,1,2,1,2,26,2013,8,46,1,3,3,1,1,45,2,1,263.98679,1,1,2,,3.7,1,,2,1,1,1,1,1,4,4,6,6,0,29.8706628698922,14,53068000,7,530680,1,2,1,0,3,3,0,5.5758991,48,12790.058,9.4564238,3.871201
85923,1,1,2,5,2,25.91666666666667,2014,2,26,1,3,3,1,1,40,10,0,158.39207,1,1,2,,3.6,2,,1,2,2,1,8,5,4,3,3,3,0,36.1951106450814,14,52002000,10,520020,1,2,1,1,4,3,0,5.0650735,50,7367.0732,8.9047756,3.9120231
85925,3,1,2,5,2,24.58333333333333,2014,2,56,7,9,9,1,1,40,0,0,184.79076,1,1,1,2,3.6,1,,1,1,2,2,1,1,6,4,6,6,0,37.8836471835167,14,53094000,23,530940,1,2,1,0,3,3.7142856,0,5.219224,40,10743.648,9.2820702,3.6888795
85940,3,1,2,8,2,24.91666666666667,2014,2,47,7,9,5,1,1,40,2,0,200.62996,1,1,2,,3.5,1,,1,2,1,1,11,1,4,4,4,4,0,35.2814148633207,14,53126000,6,531260,0,1,1,0,2,3.8571429,0,5.3014622,42,11109.078,9.3155174,3.7376697
85953,3,1,2,10,1,26.16666666666667,2014,2,50,1,6,3,1,1,40,3,0,211.18944,1,1,2,,3.7,1,,1,1,1,1,8,8,4,4,4,4,1,26.4356817893187,14,53102000,10,531020,0,1,1,0,5,4,0,5.3527555,43,11421.819,9.3432808,3.7612002
86017,3,1,2,1,1,28.91666666666667,2013,8,12,1,9,6,1,1,40,0,0,316.78415,1,1,1,1,3.7,1,,2,1,2,1,9,9,4,3,6,4,1,14.36026122586,14,53113000,11.5,531130,1,2,1,0,3,5,0,5.7582207,40,18417.684,9.8210669,3.6888795
86074,3,1,2,1,2,25.16666666666667,2013,8,85,3,,,6,2,40,0,0,221.7489,2,2,2,,4.1,1,,1,1,2,1,1,4,4,4,8,8,0,45.8610765459574,14,53040000,8.5,530400,0,1,1,0,1,3,0,5.4015455,40,12892.378,9.4643917,3.6888795
86091,3,1,2,1,2,26.08333333333333,2014,2,62,1,9,9,1,1,40,0,0,348.46255,1,1,2,,4,1,,1,1,2,2,13,1,4,3,4,4,0,48.1323206416485,14,53067000,20,530670,1,2,1,0,1,3.4285715,0,5.8535309,40,20259.451,9.9163771,3.6888795
86105,3,1,2,1,2,25.58333333333333,2014,2,65,1,9,3,1,1,40,6,0,475.17624,1,1,2,,4,1,,2,2,2,1,8,1,6,6,6,6,0,47.2693739892174,14,53091000,21,530910,1,2,1,0,0,4,0,6.1636858,46,24023.066,10.08677,3.8286414
86110,3,1,2,1,1,27.41666666666667,2014,2,30,1,9,8,1,1,50,10,2,544.86871,1,1,1,3,4.2,1,,1,2,2,2,8,1,7,6,8,8,1,37.3463213624434,14,53113000,20,531130,1,2,1,0,1,3.4285715,0,6.3005447,62,20437.686,9.9251356,4.1271343
86112,3,1,2,1,1,28.75,2014,2,26,7,9,9,1,1,40,10,1,327.34363,1,1,2,,3.5,1,,1,1,1,1,1,8,4,4,4,5,1,37.3463213624434,14,53113000,20,531130,1,2,1,0,3,4,0,5.7910104,51,14926.75,9.6109104,3.9318256
86142,3,1,2,8,2,26.58333333333333,2014,2,46,1,8,7,1,1,40,1,0,290.38547,1,1,3,,3,1,,2,1,2,2,1,1,3,3,3,3,0,57.3074480089325,14,53078000,8,530780,1,2,1,0,0,3,0,5.6712093,41,16471.098,9.709362,3.713572
86144,3,1,2,8,2,27.08333333333333,2014,2,85,1,8,2,6,1,40,0,0,126.71366,1,1,3,,3.7,2,,1,2,2,2,5,5,4,4,4,4,0,52.8110075775738,14,53079000,12,530790,0,1,1,0,0,3,0,4.8419299,40,7367.0732,8.9047756,3.6888795
86180,3,1,2,10,1,29,2014,2,71,1,5,5,1,1,40,20,2,285.10574,1,1,2,,2.5,1,,1,2,2,1,15,8,4,4,2,2,1,40.7524080620862,14,53006000,44,530061,0,1,1,0,0,2.4285715,0,5.6528602,62,10694.139,9.2774515,4.1271343
86213,3,1,2,2,2,24.91666666666667,2014,2,46,1,2,2,1,1,40,0,0,211.18944,1,1,2,,3.8,2,,2,1,2,2,15,4,6,6,4,4,0,54.9425209725963,14,53045000,16,530450,0,1,1,0,0,3.7142856,0,5.3527555,40,12278.456,9.4156017,3.6888795
86217,3,1,2,2,2,25.58333333333333,2014,2,55,1,4,4,1,1,40,10,0,211.18944,1,1,3,,3.7,1,,2,2,2,2,12,2,4,4,4,4,0,52.6661417619587,14,53053000,35.666668,530530,0,1,1,0,3,3.7142856,0,5.3527555,50,9822.7646,9.1924582,3.9120231
86246,1,1,2,15,1,27.08333333333333,2014,2,31,9,5,5,1,1,40,20,4,290.38547,1,1,1,1,3.5,1,,2,2,2,2,15,15,6,6,5,4,1,39.1680706516354,14,61206000,11,612060,0,1,1,0,2,2.8571429,0,5.6712093,64,10551.798,9.2640514,4.1588831
86297,1,1,2,4,1,28.83333333333333,2013,8,47,7,1,1,1,5,65,0,0,475.17624,2,2,2,,3,1,,1,2,2,2,11,8,4,4,3,2,1,21.382334968321,14,51020000,23,510200,1,2,1,0,0,3.2857144,0,6.1636858,65,17000.939,9.741024,4.1743875
86328,3,1,2,1,1,28.58333333333333,2013,8,24,1,9,9,1,1,40,0,0,369.58151,1,1,1,2,4.4,2,,1,2,2,2,1,8,6,4,2,3,1,14.1188319253978,14,53067000,26,530670,1,2,1,1,5,3.7142856,0,5.9123712,40,21487.297,9.9752169,3.6888795
86339,3,1,2,8,2,25.58333333333333,2013,8,96,6,5,5,1,1,40,0,0,211.18944,1,1,2,,3.5,1,,2,2,2,2,8,8,6,6,5,5,0,18.8620894482449,14,53099000,12,530991,0,1,1,0,6,3.4285715,0,5.3527555,40,12278.456,9.4156017,3.6888795
86341,1,1,2,10,2,27.33333333333333,2014,2,30,7,7,7,2,1,40,40,8,348.46255,1,1,2,,4,2,,2,1,2,2,1,4,6,5,4,4,0,18.1795731771476,14,51021000,5,510210,1,2,1,0,0,3.7142856,0,5.8535309,88,9208.8408,9.1279192,4.4773369
86363,1,1,2,1,2,26.83333333333333,2013,8,41,1,9,8,1,1,40,5,0,422.37888,1,1,2,,3.8,1,,1,2,1,2,9,1,6,5,5,4,0,17.3111863767935,14,51012000,25,510120,1,2,1,0,2,3.8571429,0,6.0459027,45,21828.365,9.9909658,3.8066626
86412,3,1,2,1,2,25.58333333333333,2014,2,47,1,2,2,1,1,40,10,0,211.18944,1,1,2,,3.2,1,,2,1,2,2,8,1,5,7,6,6,0,23.8826210729667,14,53042000,19,530420,0,1,1,0,2,4.4285712,0,5.3527555,50,9822.7646,9.1924582,3.9120231
86417,3,1,2,1,2,26.33333333333333,2014,2,46,1,9,9,1,1,40,10,1,343.18283,1,1,2,,3.8,2,,1,1,1,1,1,1,7,7,8,8,0,24.7055586093903,14,53067000,20,530670,1,2,1,0,5,3.4285715,0,5.8382635,51,15649.012,9.6581631,3.9318256
86421,3,1,2,1,1,28.25,2014,2,72,7,9,5,1,2,40,0,0,580.77094,2,2,2,,3.7,1,,1,1,1,2,1,3,4,4,5,5,1,22.3460164443083,14,53075000,18,530750,1,2,1,0,0,4.2857141,0,6.3643565,40,33765.754,10.427202,3.6888795
86459,1,1,2,3,2,27.33333333333333,2014,2,84,1,8,8,5,1,40,0,0,190.0705,1,2,1,1,3.7,1,,1,2,2,2,14,14,4,4,6,2,0,28.9057132898554,14,51003000,1,510030,1,2,1,0,1,1.7142857,0,5.247395,40,11050.61,9.3102407,3.6888795
86498,3,1,2,8,2,25,2013,8,86,2,9,9,1,1,40,4,0,285.10574,1,1,2,,4.1,1,1,2,1,2,2,8,8,3,3,5,2,0,20.586873698007,14,53113000,6,531131,0,1,1,0,1,3.1428571,0,5.6528602,44,15069.014,9.6203957,3.7841897
86514,3,1,2,8,1,27.66666666666667,2014,2,60,5,9,5,1,1,40,0,0,263.98679,1,1,1,2,3.7,1,,1,2,2,2,1,1,7,6,8,8,1,13.9150814665399,14,53113000,17,531131,0,1,1,0,2,2.8571429,0,5.5758991,40,15348.069,9.6387453,3.6888795
86554,3,1,2,1,2,28.83333333333333,2013,8,71,1,5,5,1,1,40,5,0,211.18944,1,1,1,1,3,2,,1,2,1,1,1,1,4,4,4,4,0,14.9108319473501,14,53040000,15,530400,0,1,1,1,1,4,0,5.3527555,45,10914.183,9.2978182,3.8066626
86564,3,1,2,1,2,26.16666666666667,2013,8,85,5,9,9,6,2,30,0,0,116.15419,1,1,3,,3.8,1,,1,2,2,1,1,8,4,4,3,3,0,15.1627973737031,14,53073000,6.5,530730,1,2,1,0,4,3.4285715,0,4.7549186,30,9004.2012,9.1054468,3.4011974
86586,3,1,2,10,2,23.75,2014,2,85,5,6,6,6,2,40,0,0,147.83261,2,3,2,,3,2,,1,2,2,1,8,8,6,6,4,4,0,18.8751772513639,14,53102000,8.5,531020,0,1,1,0,3,2.8571429,0,4.9960804,40,8594.9189,9.0589266,3.6888795
86638,3,1,2,9,2,23.66666666666667,2014,2,85,1,6,6,6,2,40,8,2,136.21718,1,1,1,3,3.7,2,,1,2,1,2,9,9,4,5,4,4,0,19.2290109955128,14,53056000,16,530560,0,1,1,0,2,3.1428571,0,4.9142504,50,6335.6826,8.753953,3.9120231
116303,3,6,2,1,1,28.25,2015,2,85,3,7,3,6,1,18,1,2,131.06808,3,3,2,,2.5,1,,2,2,2,2,1,1,4,4,1,0,1,24.19947851830343,15,53018000,1,530180,1,2,1,0,0,2.4285715,1,4.8757167,21,14514.738,9.5829201,3.0445225
116312,3,6,2,8,2,23.66666666666667,2015,2,71,2,9,7,6,1,35,0,0,188.73805,1,1,3,,3.4,2,,1,2,2,1,1,1,6,4,6,6,0,31.36817096788127,15,53013000,18,530130,1,2,1,0,6,3,1,5.2403603,35,12540.734,9.4367371,3.5553482
116330,3,6,2,4,2,23.75,2015,2,26,2,6,6,1,1,40,0,0,314.56342,1,1,2,,3.4,2,,2,2,2,1,1,8,4,4,6,6,0,27.49599489619475,15,53007000,6.5,530071,0,1,1,0,0,3,1,5.7511859,40,18288.57,9.8140316,3.6888795
116346,3,6,2,2,2,24,2015,2,86,4,4,4,1,1,40,11,4,178.25259,1,1,2,,3.5,2,,1,2,2,1,15,2,4,4,2,3,0,30.09142241317239,15,53043000,14,530430,0,1,1,0,3,3,1,5.1832018,55,7537.1074,8.9275942,4.0073333
116362,3,6,2,14,1,26.41666666666667,2015,2,86,4,5,5,1,1,44,0,0,209.70894,1,1,2,,3.8,1,,2,2,2,1,7,3,6,5,5,6,1,24.48409085516859,15,53033000,15,530330,0,1,1,0,0,3.4285715,1,5.3457208,44,11083.982,9.3132563,3.7841897
116366,3,6,2,14,1,28,2015,2,86,4,5,5,1,1,40,12,2,209.70894,1,1,2,,3.9,2,,1,2,2,1,7,7,4,4,3,3,1,25.26869985890794,15,53157000,16,531570,0,1,0,0,0,4,1,5.3457208,54,9031.3926,9.1084614,3.9889841
116370,3,6,2,14,2,23.75,2015,2,86,4,1,1,1,1,60,0,0,178.25259,1,1,2,,.3,2,,2,2,2,1,7,7,4,4,4,5,0,29.03640862824806,15,63210000,5,632100,0,1,1,0,4,3,1,5.1832018,60,6909.0151,8.8405828,4.0943446
116383,3,6,2,12,2,25.58333333333333,2015,2,86,4,7,7,1,1,40,10,5,262.13617,1,1,3,,2,2,,1,2,2,1,13,1,4,4,3,0,0,25.24181831434452,15,53059000,7.5,530590,0,1,1,0,0,2.5714285,1,5.5688639,55,11083.981,9.3132563,4.0073333
116386,3,6,2,12,2,25,2015,2,84,1,9,9,3,1,40,0,0,136.31081,1,1,1,1,4,2,,1,2,2,2,12,13,6,6,7,6,0,25.62076013801145,15,53096000,27,530960,0,1,1,0,1,4,1,4.9149375,40,7925.0469,8.9777832,3.6888795
116403,1,6,2,9,2,23.83333333333333,2015,2,86,4,6,4,1,1,40,8,1,199.2235,1,1,3,,3.6,2,,1,2,2,1,8,1,6,4,4,4,0,25.50324489121188,15,51002000,18,510021,0,1,1,0,1,3.4285715,1,5.2944274,49,9455.3154,9.1543322,3.8918202
116412,3,6,2,4,2,24.5,2015,2,86,4,2,2,1,2,48,0,0,251.65073,2,2,3,,3.5,2,,1,2,1,1,10,4,6,4,6,5,0,27.24140150076553,15,53007000,9.5,530071,0,1,1,1,5,4.1428571,1,5.5280423,48,12192.38,9.4085665,3.871201
116413,3,6,2,4,2,23.58333333333333,2015,2,47,7,9,1,3,1,45,0,0,204.46622,1,1,2,,4,2,,1,2,2,1,12,12,4,4,6,6,0,27.24140150076553,15,53007000,7,530071,0,1,1,0,3,3.1428571,1,5.3204026,45,10566.729,9.2654657,3.8066626
116422,3,6,2,10,1,26.75,2015,2,86,4,9,8,4,1,40,0,0,220.1944,1,1,1,3,3.9,1,,1,1,2,1,6,8,6,4,6,4,1,17.7694998118142,15,53083000,8.5,530830,0,1,1,0,0,3.1428571,1,5.3945107,40,12802,9.4573565,3.6888795
116423,3,6,2,10,2,23.33333333333333,2015,2,86,4,7,7,5,2,40,0,0,173.00987,1,1,1,3,3.1,2,,1,2,2,1,1,1,4,4,3,3,0,23.94648568525869,15,53083000,9,530830,0,1,0,0,0,2.7142856,1,5.1533484,40,10058.714,9.2161942,3.6888795
116431,3,6,2,11,2,24.5,2015,2,87,4,4,4,1,1,40,0,0,157.28171,1,1,3,,4,2,,2,2,2,1,5,5,6,4,4,4,0,26.13293871535314,15,53029000,12,530290,0,1,1,0,6,3.7142856,1,5.0580387,40,9144.2852,9.1208839,3.6888795
116435,3,6,2,11,1,27.16666666666667,2015,2,86,4,6,6,1,1,40,10,5,241.16528,1,1,3,,4.1,1,,1,2,2,1,1,5,3,3,2,3,1,27.62945884463828,15,53101000,8,531010,0,1,1,0,3,4,1,5.4854827,55,10197.264,9.2298746,4.0073333
116437,3,6,2,11,2,24.41666666666667,2015,2,86,4,3,3,1,1,40,0,0,230.67984,1,1,3,,3.8,2,,1,2,2,1,8,8,4,4,5,5,0,27.80668722094118,15,53119000,8,531190,0,1,1,0,0,3,1,5.441031,40,13411.618,9.5038767,3.6888795
116447,3,6,2,14,2,24,2015,2,86,4,3,3,1,1,40,0,0,199.2235,1,1,2,,3.5,2,,1,2,2,1,15,8,3,3,2,2,0,27.09032901238614,15,53011000,8.5,530110,0,1,1,0,4,2.7142856,1,5.2944274,40,11582.762,9.3572731,3.6888795
116456,3,6,2,14,1,26,2015,2,86,4,,,3,1,40,3,0,188.73805,1,1,1,1,3.8,1,,1,1,2,1,15,3,5,3,4,4,1,24.25738936803393,15,53033000,8,530330,0,1,1,0,0,3.7142856,1,5.2403603,43,10207.574,9.2308855,3.7612002
116461,3,6,2,14,2,24.66666666666667,2015,2,86,4,3,3,1,1,40,2,1,188.73805,1,1,3,,3.5,1,,1,2,2,1,1,9,4,4,4,4,0,28.76755014403873,15,63210000,4,632100,0,1,1,0,3,3,1,5.2403603,43,10207.574,9.2308855,3.7612002
116463,3,6,2,15,2,23.83333333333333,2015,2,87,4,3,3,4,1,40,4,0,230.67984,1,1,2,,3.3,2,,2,2,2,1,15,15,6,6,5,5,0,29.75480618176556,15,53001000,8.5,530010,0,1,1,0,2,4,1,5.441031,44,12192.381,9.4085665,3.7841897
116466,3,6,2,15,2,23.91666666666667,2015,2,86,4,7,7,1,1,40,0,0,167.76715,1,1,2,,3.8,2,,1,2,2,1,7,7,5,4,4,4,0,32.08987589565655,15,53092000,19,530920,0,1,1,0,2,3,1,5.1225772,40,9753.9043,9.1854229,3.6888795
116467,3,6,2,15,1,25.83333333333333,2015,2,86,4,3,3,1,1,38,4,0,209.70894,1,1,2,,4.3,1,,1,2,2,1,15,1,4,4,5,5,1,24.37834726284948,15,53146000,10,531460,0,1,1,0,1,1.8571428,1,5.3457208,42,11611.791,9.3597765,3.7376697
