pid,found,majorcat,school,college_area,sex,age,graduy,gradum,industry,occupation,firm_size2,firm_size,firm_type,job_status,worktime1,worktime2,worktime3,income,health_insur,employ_insur,labor_union,labor_union2,gpa,leave_of_absence,graduate_college,arba,language_train,job_train,certification,birth_area,living_area,faedu,maedu,pre_parent_income,parent_income,military,weight,year,col_code,experience,colcode_2,elite_college,edu,general_highschool,transfer,career_ready,college_satisfaction,stem_major,lnincome,worktime,hourly_income,ln_hourly_income,lnworktime
116476,3,6,2,6,2,23.66666666666667,2015,2,86,4,6,6,4,1,40,0,0,162.52443,1,1,1,1,4.1,2,31,2,2,2,1,13,6,6,6,4,4,0,26.58956095619274,15,53148000,18,531480,0,1,1,0,2,3.4285715,1,5.0908284,40,9449.0947,9.1536741,3.6888795
116480,3,6,2,12,2,24.08333333333333,2015,2,86,4,6,6,4,1,50,0,0,272.62161,1,3,3,,4,2,,1,2,2,1,1,13,6,4,4,4,0,24.04554617667075,15,53086000,18,530860,0,1,1,0,0,2.2857144,1,5.6080847,50,12680.075,9.4477873,3.9120231
116486,3,6,2,12,2,27.33333333333333,2015,2,91,1,7,3,1,2,40,0,0,167.76715,1,1,2,,3.5,1,,2,2,2,1,12,1,6,4,4,4,0,25.38353246047834,15,53096000,16,530960,0,1,1,0,2,3.7142856,1,5.1225772,40,9753.9043,9.1854229,3.6888795
116487,3,6,2,12,2,24.33333333333333,2015,2,86,4,2,2,1,1,15,0,0,83.883575,2,2,2,,3.8,2,31,1,2,2,1,4,12,6,6,6,6,0,25.38353246047834,15,53096000,18,530960,0,1,1,0,5,4.4285712,1,4.42943,15,13005.205,9.4731045,2.7080503
116488,3,6,2,12,2,24.08333333333333,2015,2,86,4,6,6,1,1,40,1,0,209.70894,1,1,2,,3.5,2,,1,2,1,1,4,10,3,4,3,3,0,26.01958111877743,15,63207000,19,632070,0,1,1,0,3,3,1,5.3457208,41,11895.005,9.3838739,3.713572
116490,3,6,2,13,1,27.33333333333333,2014,8,86,4,6,6,4,1,44,0,0,178.25259,1,1,2,,3.4,1,,1,2,2,1,2,2,6,6,5,3,1,28.8947188869354,15,53034000,7,530340,0,1,1,0,2,3.5714285,1,5.1832018,44,9421.3848,9.1507378,3.7841897
116496,3,6,2,13,2,24.25,2015,2,86,4,6,6,4,1,40,1,0,187.6895,1,1,1,3,4.2,2,,2,2,2,1,2,2,2,4,5,5,0,30.61030126803065,15,53158000,17,531580,0,1,1,0,2,2.2857144,1,5.2347889,41,10646.029,9.2729425,3.713572
116497,3,6,2,1,1,28.83333333333333,2015,2,46,7,9,7,2,1,40,2,0,398.44699,1,1,1,1,3.5,1,,1,2,2,1,13,8,4,4,5,7,1,15.77000120869091,15,53018000,21,530180,1,2,1,0,5,2.4285715,1,5.9875746,42,22062.402,10.00163,3.7376697
116499,3,6,2,8,1,27.83333333333333,2014,8,27,9,8,7,1,1,40,0,0,225.43712,1,1,2,,4.3,1,,1,1,2,1,1,1,6,4,2,2,1,20.01687921514025,15,53013000,5,530130,1,2,1,0,0,1.8571428,1,5.4180412,40,13106.81,9.4808874,3.6888795
116502,3,6,2,8,2,25.33333333333333,2015,2,86,4,5,5,1,1,40,3,0,230.67984,1,1,2,,3.3,1,,1,2,2,1,8,8,6,5,4,2,0,20.4412132916147,15,53013000,18,530130,1,2,1,0,3,2.7142856,1,5.441031,43,12475.924,9.4315557,3.7612002
116506,3,6,2,8,2,23.58333333333333,2015,2,27,1,3,1,1,1,40,0,0,209.70894,1,1,2,,3.8,2,,1,2,2,1,1,1,4,4,6,6,0,18.47358133925905,15,53090000,18,530901,0,1,1,0,1,3.1428571,1,5.3457208,40,12192.38,9.4085665,3.6888795
116509,1,6,2,9,1,26.16666666666667,2015,2,84,4,6,6,5,1,40,20,4,314.56342,1,1,2,,4.3,1,,1,2,2,1,9,9,4,2,3,3,1,16.42665066697053,15,51002000,14,510021,0,1,0,0,5,3.7142856,1,5.7511859,64,11430.356,9.3440275,4.1588831
116513,3,6,2,9,1,25.66666666666667,2015,2,27,2,8,6,1,1,45,5,0,209.70894,1,1,2,,4,1,,2,2,2,1,1,9,6,4,4,5,1,16.35100159818951,15,53056000,19,530560,0,1,1,0,3,3,1,5.3457208,50,9753.9043,9.1854229,3.9120231
116514,3,6,2,9,2,24.58333333333333,2015,2,94,1,5,5,1,1,40,0,0,188.73805,1,1,2,,3.6,2,,2,2,2,2,9,8,6,5,4,4,0,16.69760881826687,15,53056000,18,530560,0,1,1,0,0,3.7142856,1,5.2403603,40,10973.143,9.3032064,3.6888795
116525,1,6,2,10,2,23.58333333333333,2015,2,87,1,3,3,4,1,40,0,0,167.76715,1,1,2,,3.8,2,,1,2,1,2,1,9,4,4,5,6,0,16.55770128836102,15,51025000,18,510250,0,1,1,0,0,2.1428571,1,5.1225772,40,9753.9043,9.1854229,3.6888795
116526,3,6,2,10,1,28.66666666666667,2015,2,27,1,3,3,1,1,40,0,0,209.70894,1,1,2,,3.6,1,,1,1,2,2,14,1,4,4,5,3,1,15.51492508005902,15,53006000,19,530061,0,1,1,0,6,3.5714285,1,5.3457208,40,12192.38,9.4085665,3.6888795
116527,3,6,2,10,2,28.41666666666667,2014,8,84,1,8,8,5,1,40,10,8,209.70894,1,1,1,1,4.3,1,,2,2,2,1,14,14,4,4,4,4,0,20.90801583162311,15,53006000,11,530061,0,1,1,0,2,2.7142856,1,5.3457208,58,8408.5381,9.0370026,4.0604429
116543,3,6,2,2,2,23.58333333333333,2015,2,27,1,1,1,1,1,44,0,0,136.31081,1,1,2,,4.1,2,,1,2,2,2,14,2,4,4,3,3,0,21.50780552982468,15,53052000,19,530520,0,1,1,0,2,2.7142856,1,4.9149375,44,7204.5879,8.882473,3.7841897
116552,3,6,2,15,1,27.41666666666667,2015,2,27,1,3,3,1,1,40,0,0,214.95166,1,1,2,,4.1,1,,1,1,2,1,3,8,6,6,6,6,1,19.9773143638648,15,53092000,25,530920,0,1,1,0,0,2.4285715,1,5.3704133,40,12497.189,9.433259,3.6888795
116557,3,6,2,12,2,24.16666666666667,2015,2,86,4,6,6,1,1,45,2,0,209.70894,1,1,2,,3.5,2,,1,2,2,2,12,11,4,4,2,2,0,17.11445802671993,15,63207000,19,632070,0,1,1,0,2,3.5714285,1,5.3457208,47,10376.494,9.2472982,3.8501475
116580,3,7,2,4,2,24.91666666666667,2015,2,15,5,3,3,1,1,40,20,0,157.28171,1,1,2,,4.1,2,,1,2,2,1,1,1,6,7,4,7,0,23.54255751099271,15,53115000,5,531150,0,1,1,0,1,1,0,5.0580387,60,6096.1904,8.7154198,4.0943446
116588,3,7,2,10,2,24.16666666666667,2015,2,75,5,4,4,1,2,10,0,0,73.398132,2,2,2,,3.5,2,,2,2,2,2,8,8,6,6,3,4,0,20.13517449941885,15,53063000,17,530630,0,1,1,0,0,3.7142856,0,4.2958984,10,17069.334,9.745039,2.3025851
116624,3,7,2,1,2,24,2015,2,73,5,6,6,1,1,40,0,0,209.70894,1,1,2,,3.6,2,,1,2,2,2,8,1,6,6,6,6,0,15.72215534624622,15,53058000,12,530580,0,1,1,0,0,3.2857144,0,5.3457208,40,12192.38,9.4085665,3.6888795
116629,3,7,2,1,2,26.25,2015,2,18,5,2,2,1,1,45,0,0,157.28171,1,1,2,,3.9,1,,2,2,2,1,1,1,6,6,3,3,0,17.83830527425385,15,53068000,2,530680,1,2,1,0,1,2.7142856,0,5.0580387,45,8128.2534,9.0031013,3.8066626
116630,3,7,2,1,1,28.41666666666667,2014,8,58,5,6,6,1,1,40,4,0,262.13617,1,1,2,,3.7,1,,1,2,2,2,1,1,4,4,5,0,1,14.00585068963399,15,53070000,12,530700,1,2,1,0,1,2.5714285,0,5.5688639,44,13854.978,9.5363998,3.7841897
116633,3,7,2,1,2,25.08333333333333,2015,2,56,1,1,1,8,4,60,0,0,188.73805,2,2,2,,3.4,2,,2,2,2,2,8,8,4,4,5,5,0,17.59665589444301,15,53073000,7,530730,1,2,1,0,0,3.5714285,0,5.2403603,60,7315.4282,8.8977413,4.0943446
116638,3,7,2,8,2,24.75,2015,2,59,5,1,1,1,1,35,30,5,157.28171,1,1,2,,3.8,1,,2,1,2,1,7,1,6,4,5,3,0,16.53171142880628,15,53008000,6.5,530080,1,2,1,0,0,3,0,5.0580387,70,5225.3057,8.5612688,4.2484951
116641,3,7,2,8,2,26,2015,2,71,5,5,5,1,1,40,30,2,167.76715,1,1,3,,3.5,1,,1,2,2,2,1,1,3,5,1,1,0,18.30247593536659,15,53013000,16,530130,1,2,1,0,0,3,0,5.1225772,72,5418.8354,8.5976362,4.2766662
116665,3,7,2,10,1,26.66666666666667,2015,2,58,5,5,5,1,1,40,10,0,230.67984,1,1,2,,3.4,1,,1,2,2,1,8,8,4,4,3,0,1,15.12390960081986,15,53069000,25,530690,0,1,0,0,4,1.5714285,0,5.441031,50,10729.295,9.2807331,3.9120231
116667,3,7,2,10,2,24.5,2015,2,28,1,2,2,1,1,40,0,0,141.55354,1,1,2,,3.4,2,,2,2,2,1,10,10,4,4,8,5,0,19.48030999685729,15,53102000,1,531020,0,1,1,0,4,2.5714285,0,4.9526782,40,8229.8574,9.0155239,3.6888795
116670,3,7,2,11,2,28.16666666666667,2014,8,20,5,4,4,1,1,40,1,0,230.67984,1,1,2,,3.5,2,,1,2,2,1,11,1,4,4,4,4,0,17.89767325056356,15,53055000,30,530551,0,1,1,0,2,3,0,5.441031,41,13084.506,9.4791842,3.713572
116679,3,7,2,2,2,25,2015,2,28,5,6,6,1,1,40,0,0,220.1944,1,1,1,2,3.5,1,,1,1,2,2,7,2,4,4,5,5,0,19.00919258716268,15,53045000,3,530450,0,1,1,0,0,3.2857144,0,5.3945107,40,12802,9.4573565,3.6888795
116680,3,7,2,2,2,25,2015,2,73,5,2,2,1,1,45,8,0,176.15552,1,1,3,,3.1,1,,2,2,2,2,2,1,6,4,3,2,0,19.00919258716268,15,53045000,5,530450,0,1,0,0,3,3,0,5.1713672,53,7729.5093,8.9528008,3.9702919
116681,3,7,2,2,1,27,2015,2,59,1,2,2,1,1,40,0,0,193.98077,1,1,2,,4.1,1,,2,2,2,2,2,2,6,6,3,3,1,18.32325593229563,15,53047000,19,530470,0,1,1,0,2,4,0,5.2677588,40,11277.952,9.3306046,3.6888795
116686,3,7,2,3,1,25.83333333333333,2015,2,58,2,2,2,1,1,40,0,0,235.92256,1,1,2,,4.3,1,,2,2,2,2,3,3,6,6,5,5,1,18.32979538541975,15,53017000,5.5,530170,0,1,1,0,2,2.8571429,0,5.4635038,40,13716.428,9.5263491,3.6888795
116697,3,7,2,6,1,26,2015,2,56,5,8,8,1,1,45,10,5,246.408,1,1,3,,3.5,1,,2,2,1,1,8,8,4,4,6,4,1,15.68938661600408,15,53127000,20,531270,0,1,0,0,3,2,0,5.5069885,60,9550.6982,9.1643696,4.0943446
116703,1,7,2,12,2,25.5,2015,2,73,5,2,2,1,1,40,20,0,157.28171,1,1,2,,4,1,,1,2,2,2,12,12,4,4,3,3,0,15.01498612718076,15,51017000,16,510170,1,2,1,0,0,3.7142856,0,5.0580387,60,6096.1904,8.7154198,4.0943446
116707,4,7,2,1,1,26.91666666666667,2015,2,90,5,3,3,1,2,40,1,0,188.73805,1,1,2,,3.5,1,,1,2,2,2,1,1,6,6,5,5,1,16.81810125502383,15,51012000,8,510120,1,2,1,0,0,1.2857143,0,5.2403603,41,10705.505,9.278513,3.713572
116718,3,7,2,1,2,25.5,2015,2,46,5,3,3,1,1,40,4,0,209.70894,1,1,2,,2.8,1,,1,2,2,1,15,1,6,6,5,3,0,21.95819310476398,15,53061000,3,530610,0,1,1,0,1,3.1428571,0,5.3457208,44,11083.982,9.3132563,3.7841897
116720,3,7,2,1,2,25.66666666666667,2014,8,62,5,5,5,1,1,40,10,0,241.16528,1,1,1,1,4.1,1,,1,2,2,2,1,1,6,4,7,0,0,21.85765651676104,15,53073000,31,530730,1,2,1,0,4,3.8571429,0,5.4854827,50,11216.99,9.3251848,3.9120231
116725,3,7,2,1,2,25.83333333333333,2014,8,61,1,9,9,1,1,40,5,1,349.16537,1,1,1,2,3.7,1,,1,2,2,2,1,1,6,6,7,7,0,23.29459851947177,15,53130000,9.5,531300,1,2,1,0,2,2.8571429,0,5.8555455,46,17652.445,9.7786293,3.8286414
116727,3,7,2,5,2,24.83333333333333,2015,2,73,5,2,2,1,1,50,0,0,157.28171,1,1,3,,3,1,,1,2,2,2,1,5,6,6,4,4,0,19.90627813655198,15,53093000,11,530931,0,1,1,0,3,3.8571429,0,5.0580387,50,7315.4282,8.8977413,3.9120231
116733,3,7,2,8,2,27.16666666666667,2014,8,75,5,5,3,1,1,40,0,0,178.25259,1,1,2,,3.8,1,,2,2,2,2,2,1,6,6,5,5,0,23.06890183396589,15,53030000,23,530300,1,2,1,0,0,3,0,5.1832018,40,10363.522,9.246047,3.6888795
116753,3,7,2,4,2,25.41666666666667,2015,2,75,5,6,6,1,1,40,0,0,157.28171,1,1,2,,4,2,,2,2,2,1,4,4,6,6,6,6,0,21.64667288117406,15,53050000,22,530500,0,1,1,0,2,3,0,5.0580387,40,9144.2852,9.1208839,3.6888795
116754,1,7,2,4,2,25,2015,2,73,9,1,1,1,2,15,0,0,104.85447,2,2,2,,3.5,1,,1,2,2,2,11,4,4,3,2,2,0,18.46216410826835,15,61200000,9,612000,0,1,1,0,1,3.1428571,0,4.6525736,15,16256.507,9.6962481,2.7080503
116755,1,7,2,4,2,23.66666666666667,2015,2,75,5,3,3,1,1,40,3,0,251.65073,1,1,2,,3.9,2,,2,2,2,2,4,1,6,4,7,7,0,18.46216410826835,15,61200000,19,612000,0,1,1,0,1,3.2857144,0,5.5280423,43,13610.099,9.5185671,3.7612002
116775,3,7,2,11,2,25.41666666666667,2015,2,58,5,5,3,1,1,40,0,0,174.05843,1,1,2,,3.7,2,,1,2,2,2,9,8,4,4,6,6,0,28.42685443859938,15,63202000,8.5,632020,0,1,1,0,1,3.1428571,0,5.1593909,40,10119.676,9.2222366,3.6888795
116781,3,7,2,2,2,25.33333333333333,2014,8,18,5,1,1,1,1,45,0,0,178.25259,1,2,2,,4,1,,2,2,2,2,2,2,4,4,4,4,0,20.85621058043392,15,53043000,24,530430,0,1,1,0,2,3.4285715,0,5.1832018,45,9212.0205,9.1282644,3.8066626
116788,3,7,2,3,2,26.41666666666667,2014,8,71,5,2,2,1,2,48,5,0,146.79626,2,2,2,,3.8,1,,1,2,2,1,3,3,4,4,4,3,0,22.15824513088427,15,53017000,12,530170,0,1,1,0,1,3.4285715,0,4.9890456,53,6441.2578,8.7704792,3.9702919
116791,3,7,2,14,2,25.16666666666667,2014,8,14,5,2,2,1,1,40,0,0,157.28171,1,1,2,,3.5,2,,2,2,2,2,14,14,6,4,5,5,0,18.95175220543191,15,53011000,10.5,530110,0,1,1,0,1,1.2857143,0,5.0580387,40,9144.2852,9.1208839,3.6888795
116796,3,7,2,14,2,25.83333333333333,2014,8,85,3,3,3,1,2,40,8,2,125.82536,2,2,2,,3.8,2,,2,2,2,1,14,3,6,6,5,6,0,17.92953400074511,15,53033000,23,530330,0,1,1,0,1,4,0,4.8348951,50,5852.3423,8.6745968,3.9120231
116800,3,7,2,15,1,27.58333333333333,2015,2,64,1,9,5,1,2,40,0,0,524.27234,2,2,2,,3.8,1,,2,2,2,2,15,3,5,4,4,3,1,22.9472562598913,15,53009000,19,530090,0,1,0,0,1,2.8571429,0,6.2620111,40,30480.949,10.324857,3.6888795
116803,3,7,2,6,2,24.91666666666667,2015,2,47,5,8,8,1,1,40,0,0,209.70894,1,1,2,,3.7,2,,1,2,2,2,6,1,6,6,5,5,0,21.75001564207534,15,53097000,7.5,530970,0,1,1,0,2,3,0,5.3457208,40,12192.38,9.4085665,3.6888795
116806,1,7,2,13,2,23.58333333333333,2015,2,84,1,5,5,5,2,40,0,0,157.28171,1,1,2,,4,2,,1,2,2,2,15,15,6,4,5,5,0,21.75376309057473,15,51016000,10.5,510161,0,1,1,0,0,3.2857144,0,5.0580387,40,9144.2852,9.1208839,3.6888795
116828,1,7,2,9,2,23.91666666666667,2015,2,14,5,2,2,1,1,40,0,0,136.31081,1,1,2,,4.2,2,,1,2,2,1,9,9,7,4,4,5,0,27.87485260651364,15,51001000,11,510011,0,1,0,0,3,2.1428571,0,4.9149375,40,7925.0469,8.9777832,3.6888795
116847,3,7,2,2,2,24.66666666666667,2015,2,14,1,3,3,1,1,40,7,0,222.29147,2,3,2,,3.5,1,,2,2,2,2,2,1,6,4,3,3,0,35.19252987630068,15,53045000,16,530450,0,1,1,0,2,3,0,5.4039893,47,10999.083,9.3055668,3.8501475
116873,3,7,2,1,2,25.08333333333333,2015,2,58,2,1,1,1,4,40,0,0,314.56342,2,2,2,,3.5,1,,2,1,2,2,8,1,6,4,7,7,0,39.80755193378262,15,53026000,8,530260,1,2,1,0,4,2.5714285,0,5.7511859,40,18288.57,9.8140316,3.6888795
116908,3,7,2,8,1,27.66666666666667,2014,8,58,5,1,1,1,1,40,0,0,188.73805,1,1,2,,3,1,,1,2,1,2,8,8,6,6,3,2,1,32.33918476964553,15,53126000,10,531260,0,1,1,0,0,3,0,5.2403603,40,10973.143,9.3032064,3.6888795
116915,3,7,2,9,2,25,2015,2,85,1,9,3,6,2,45,0,0,146.79626,1,1,2,,3.7,1,31,2,1,2,2,1,1,6,5,3,4,0,33.5127681779672,15,53056000,2,530560,0,1,1,0,0,3.1428571,0,4.9890456,45,7586.3701,8.9341087,3.8066626
116938,1,7,2,11,1,26.08333333333333,2015,2,47,7,2,2,1,2,30,0,0,89.126297,1,1,2,,3.3,1,,2,2,2,1,8,4,7,6,7,5,1,28.93693607873957,15,51005000,9.5,510050,1,2,1,0,1,3.5714285,0,4.4900546,30,6909.0151,8.8405828,3.4011974
116943,3,7,2,11,2,24.91666666666667,2015,2,13,9,3,3,1,1,40,0,0,178.25259,1,1,2,,3.8,2,,2,2,2,2,8,8,4,4,6,6,0,40.11966446516884,15,53055000,18,530551,0,1,1,0,0,2.5714285,0,5.1832018,40,10363.522,9.246047,3.6888795
116976,3,7,2,3,2,25.66666666666667,2015,2,13,5,4,4,1,1,40,10,2,146.79626,1,1,2,,3.8,2,,1,2,1,2,3,8,4,4,3,3,0,39.98731200544217,15,53017000,8,530170,0,1,1,1,3,3.2857144,0,4.9890456,52,6565.1279,8.7895269,3.9512436
116981,3,7,2,7,2,23.83333333333333,2015,2,85,1,7,7,6,2,8,0,0,146.79626,3,3,3,,4.1,2,31,1,2,2,1,2,2,4,4,6,6,0,41.43725848164912,15,53087000,7.5,530870,0,1,1,0,1,3,0,4.9890456,8,42673.332,10.661329,2.0794415
116983,3,7,2,7,2,23.83333333333333,2015,2,33,5,5,5,1,1,44,4,4,167.76715,1,1,1,2,3.6,2,,1,2,1,1,2,2,4,6,5,5,0,41.43725848164912,15,53087000,17,530870,0,1,1,0,0,1.8571428,0,5.1225772,52,7503.0029,8.9230585,3.9512436
116987,3,7,2,14,2,24.83333333333333,2015,2,85,3,,5,6,2,40,0,0,146.79626,1,1,2,,3.9,1,,1,2,2,1,8,7,6,4,2,2,0,32.35549873660912,15,53033000,5.5,530330,0,1,0,0,4,3.7142856,0,4.9890456,40,8534.667,9.0518913,3.6888795
116988,3,7,2,14,2,24.58333333333333,2015,2,62,5,1,1,1,1,45,0,0,178.25259,1,1,2,,3.3,1,,1,2,1,2,14,14,6,6,5,5,0,42.33413222955399,15,53081000,15,530810,0,1,1,0,0,3.5714285,0,5.1832018,45,9212.0205,9.1282644,3.8066626
117017,3,7,2,1,2,25.58333333333333,2015,2,33,5,2,2,1,1,40,0,0,136.31081,1,1,2,,3.8,2,,1,2,2,2,1,8,6,4,7,7,0,15.7647234619849,15,53068000,4,530680,1,2,1,0,0,3,0,4.9149375,40,7925.0469,8.9777832,3.6888795
117030,1,7,2,1,2,26,2014,8,18,5,4,4,1,1,49,10,5,209.70894,1,1,2,,2.8,2,,1,2,2,2,16,8,6,6,6,5,0,15.64157358679693,15,61204000,5.5,612040,0,1,1,0,1,3.5714285,0,5.3457208,64,7620.2378,8.9385624,4.1588831
117036,3,7,2,8,2,24.58333333333333,2015,2,85,3,9,3,4,1,40,10,0,209.70894,1,1,2,,3.5,2,,2,2,2,1,5,5,4,4,4,5,0,16.67461840700344,15,53099000,15,530991,0,1,1,0,0,2.8571429,0,5.3457208,50,9753.9043,9.1854229,3.9120231
117044,5,7,2,11,2,26.66666666666667,2015,2,62,1,2,2,1,1,40,8,0,262.13617,1,1,2,,3.8,1,,1,2,2,2,2,1,4,4,4,4,0,12.98897604164189,15,8102000,1.5,81020,0,1,0,0,0,3,0,5.5688639,48,12700.396,9.4493885,3.871201
117046,5,7,2,11,2,25.66666666666667,2014,8,23,9,5,2,1,1,40,5,0,178.25259,1,1,2,,3.7,1,,1,2,2,1,8,8,6,4,2,2,0,12.98897604164189,15,8102000,17,81020,0,1,0,0,2,4.2857141,0,5.1832018,45,9212.0205,9.1282644,3.8066626
117054,3,7,2,8,1,25.91666666666667,2015,2,14,5,2,2,1,1,20,0,0,220.1944,2,2,2,,.2,1,,2,2,2,2,1,1,4,6,5,5,1,15.36415383751232,15,53099000,21,530991,0,1,1,0,1,2.4285715,0,5.3945107,20,25604,10.150504,2.9957323
117058,3,7,2,4,1,27.08333333333333,2015,2,90,5,1,1,8,5,50,0,0,209.70894,2,2,2,,.2,1,,1,2,2,2,4,4,4,4,2,2,1,12.47332246409585,15,53050000,9.5,530500,0,1,1,0,2,3.2857144,0,5.3457208,50,9753.9043,9.1854229,3.9120231
117060,3,7,2,4,2,23.83333333333333,2015,2,58,5,1,1,8,5,50,40,4,188.73805,3,3,3,,3.3,2,,1,2,2,2,4,4,4,3,4,3,0,15.47835737531363,15,53050000,15,530500,0,1,1,0,0,3.5714285,0,5.2403603,94,4669.4224,8.4487906,4.5432949
117065,3,7,2,10,2,24.08333333333333,2015,2,73,5,1,1,1,1,40,0,0,157.28171,1,1,2,,3.7,2,,1,2,2,2,8,8,6,6,5,5,0,17.30221141716579,15,53102000,16,531020,0,1,1,0,2,3.4285715,0,5.0580387,40,9144.2852,9.1208839,3.6888795
117069,3,7,2,11,1,27.75,2015,2,85,3,1,1,1,1,18,0,0,94.369026,2,2,2,,3.5,1,,1,2,2,2,1,8,6,4,4,4,1,12.81031681782667,15,53055000,18,530551,0,1,1,0,0,1.2857143,0,4.5472131,18,12192.381,9.4085665,2.8903718
117071,3,7,2,11,2,28,2015,2,85,3,2,2,1,1,54,0,0,230.67984,1,1,2,,3,2,,2,2,2,1,1,5,6,7,3,2,0,15.89656386886251,15,53055000,38.5,530551,0,1,1,1,3,2,0,5.441031,54,9934.5322,9.2037725,3.9889841
117079,3,7,2,11,2,25.5,2015,2,59,5,3,3,1,1,40,0,0,188.73805,1,1,2,,3.6,1,,1,2,2,2,7,1,4,4,4,5,0,15.73506819761297,15,53129000,22,531290,0,1,1,0,0,1.4285715,0,5.2403603,40,10973.143,9.3032064,3.6888795
117098,3,7,2,14,2,24,2015,2,42,1,3,3,1,1,48,2,2,174.05843,1,1,3,,4,2,,1,2,1,1,1,1,2,4,3,0,0,14.87639119763461,15,53014000,16,530140,0,1,1,0,5,3.8571429,0,5.1593909,52,7784.3662,8.9598722,3.9512436
117102,3,7,2,6,1,27,2015,2,63,5,2,2,1,1,40,0,0,157.28171,1,1,2,,3.8,1,,1,2,2,1,6,6,3,2,4,3,1,15.69121674177553,15,53097000,10,530970,0,1,0,0,1,3.2857144,0,5.0580387,40,9144.2852,9.1208839,3.6888795
117105,3,7,2,6,1,26.5,2015,2,47,1,6,5,1,1,40,8,1,209.70894,1,1,2,,3.5,1,,2,2,2,2,13,6,6,4,4,4,1,14.24203426766251,15,53148000,2.5,531480,0,1,1,0,1,1.8571428,0,5.3457208,49,9952.9639,9.2056255,3.8918202
117123,3,7,2,1,2,26.75,2015,2,71,1,3,3,1,1,40,12,1,188.73805,1,1,2,,3.3,1,,1,1,1,1,1,1,5,4,4,4,0,30.25159076069767,15,53061000,6,530610,0,1,1,0,3,3.1428571,0,5.2403603,53,8281.6172,9.0217934,3.9702919
117127,3,7,2,1,2,26.25,2014,8,85,1,9,9,6,1,40,0,0,142.60208,1,1,3,,3.7,1,,1,2,1,2,8,1,3,6,4,4,0,28.26575630213436,15,53091000,8,530910,1,2,1,0,2,2.5714285,0,4.9600582,40,8290.8184,9.0229044,3.6888795
117138,3,7,2,8,2,24.58333333333333,2015,2,20,3,9,8,1,1,40,0,0,241.16528,1,1,1,1,4.3,1,,1,2,2,1,1,1,4,4,6,6,0,28.30595302115098,15,53090000,17,530901,0,1,1,0,2,2,0,5.4854827,40,14021.237,9.5483284,3.6888795
117144,3,7,2,4,2,24.08333333333333,2015,2,85,3,1,1,1,1,40,0,0,104.85447,1,1,2,,4.4,2,31,1,2,2,1,10,4,3,3,4,4,0,30.23045018831696,15,53037000,16,530370,0,1,1,0,1,3.7142856,0,4.6525736,40,6096.1899,8.7154188,3.6888795
117150,1,7,2,11,1,28.66666666666667,2015,2,71,5,1,1,1,1,40,10,4,209.70894,2,2,2,,3.3,2,,2,2,2,2,8,8,3,3,4,4,1,22.09135378724873,15,51005000,6,510050,1,2,1,0,1,3,0,5.3457208,54,9031.3926,9.1084614,3.9889841
117153,3,7,2,11,1,27.41666666666667,2015,2,59,5,2,2,1,2,60,0,0,209.70894,1,1,2,,3.8,2,,2,2,2,1,8,8,4,4,3,3,1,24.68123603680802,15,53055000,4.5,530551,0,1,1,0,1,3.1428571,0,5.3457208,60,8128.2534,9.0031013,4.0943446
117171,3,7,2,2,1,27,2015,2,62,5,3,3,1,1,40,0,0,188.73805,1,1,2,,3,1,,1,2,2,2,3,2,4,4,5,5,1,29.82953886029439,15,53012000,7.5,530120,0,1,1,0,0,2,0,5.2403603,40,10973.143,9.3032064,3.6888795
117178,3,7,2,2,2,25.25,2015,2,91,6,4,4,1,1,48,0,0,136.31081,1,1,2,,3.7,2,,1,2,2,2,2,2,6,5,5,5,0,29.53799133234732,15,53152000,18,531520,0,1,1,0,0,3.7142856,0,4.9149375,48,6604.2056,8.7954617,3.871201
117220,3,7,2,1,2,23.66666666666667,2015,2,90,5,4,4,3,2,25,5,0,94.369026,2,2,2,,3.7,2,,2,2,2,2,6,1,6,4,5,5,0,28.38530386376813,15,53070000,7,530700,1,2,1,0,0,2.7142856,0,4.5472131,30,7315.4282,8.8977413,3.4011974
117244,3,7,2,2,2,26,2015,2,85,5,5,5,6,2,2,0,0,41.941788,2,2,2,,3.4,1,,1,2,2,2,2,2,4,4,3,3,0,27.61965415804443,15,53076000,25,530760,0,1,1,0,3,3.5714285,0,3.7362826,2,48769.52,10.794861,.69314718
117263,1,7,2,1,2,23.58333333333333,2015,2,75,7,6,6,1,1,40,0,0,146.79626,1,1,2,,3,2,,1,2,2,2,5,5,4,4,5,5,0,53.58250274044145,15,51023000,4.5,510230,0,1,1,0,2,2.7142856,0,4.9890456,40,8534.667,9.0518913,3.6888795
117280,3,7,2,1,1,24.41666666666667,2015,2,84,3,9,6,5,1,40,8,1,188.73805,1,1,2,,3.7,2,,2,2,2,1,1,8,6,6,7,7,1,51.27803142353711,15,53067000,18,530670,1,2,1,0,0,5,0,5.2403603,49,8957.667,9.1002655,3.8918202
117285,3,7,2,1,2,24.91666666666667,2015,2,85,1,9,9,6,1,40,0,0,125.82536,3,3,2,,3.6,1,31,1,1,2,1,1,1,7,6,7,8,0,53.28073198419283,15,53091000,5,530910,1,2,1,0,1,2.8571429,0,4.8348951,40,7315.4282,8.8977413,3.6888795
